variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-after-sum-LoRA,1,0.039225494576239715,0.07883999547227617,27.09703224828739,0.9481367513711277,0.9932357722744732
Haar-after-sum-LoRA,16,0.08594159489884935,0.15816065668882223,58.45801721261928,0.791280293938276,0.8994127571567249
Haar-after-sum-LoRA,96,0.12189105829808151,0.21701462657881052,101.0852770686258,0.6070434364517372,0.8957226333329014
