variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-after-sum-LoRA(A5-D1),1,0.16521730046978522,0.21487384420250857,153.21967050615723,0.6147579876751766,0.5654718122300261
Haar-after-sum-LoRA(A5-D1),16,0.1735035108584834,0.2279958074712539,164.99366550221188,0.5662692058234048,0.5711341598049717
Haar-after-sum-LoRA(A5-D1),96,0.2019688875335769,0.26489615817933776,187.6902968067997,0.4145121933719229,0.5328753625725718
