variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-in-LoRA(A5-D5-D4-D3),1,0.1481890342046298,0.21310143459250866,140.5773859833857,0.6210871948987211,0.6820011650388805
Haar-in-LoRA(A5-D5-D4-D3),16,0.14811691533463356,0.2130317136507004,140.62938874495606,0.6213350940837946,0.6824200404151733
Haar-in-LoRA(A5-D5-D4-D3),96,0.15496322354370454,0.2219401041828262,151.23459045629605,0.5890035160041913,0.6688206110905771
