variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-after-sum(A4-D2),1,0.4068104946642839,0.5294941390499485,112.51481955199856,-1.3393157779439004,1.426130831992587
Haar-after-sum(A4-D2),16,0.4085350367379872,0.533389077565033,104.29460398987271,-1.3738581924376194,1.4075966395406025
Haar-after-sum(A4-D2),96,0.41009013476210154,0.5358310793318147,102.36738175498283,-1.3956443001620746,1.4090247678194219
