variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-after-sum-LoRA(A5-D4),1,0.1287849255200828,0.17754137707491754,111.20520063595352,0.7369939712854695,0.712869288065397
Haar-after-sum-LoRA(A5-D4),16,0.1379722596467019,0.19109508266569417,119.04341290193527,0.6953048376549013,0.6638537389948732
Haar-after-sum-LoRA(A5-D4),96,0.18733145368711368,0.2567239321197966,164.6123570063997,0.450080338465354,0.5801282807184742
