variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-after-sum(A5-D4),1,0.1283734143861174,0.17703856281078872,113.2628259331991,0.7384815785379952,0.7113945077400091
Haar-after-sum(A5-D4),16,0.14271702317152302,0.19709164073721439,124.94024198505163,0.6758821530916386,0.6610963523963697
Haar-after-sum(A5-D4),96,0.19738900246279867,0.27027713040395335,167.32407874877305,0.39048396700735455,0.5925839284504367
