variant,horizon,MAE,RMSE,MAPE,R2_classic,R2_alt
Haar-in-LoRA(A5-D4-D3),1,0.17182191759059715,0.23149510181894187,162.6754029796688,0.5528531784935514,0.619605053573637
Haar-in-LoRA(A5-D4-D3),16,0.1716847696930014,0.2314298236805887,162.63513146526424,0.553105320300717,0.6200196863278378
Haar-in-LoRA(A5-D4-D3),96,0.17762877615118405,0.23895439565499252,172.88588286244513,0.5235727613504756,0.6099034136761605
